#,title,videoUrl,videoId,publishedAt,position
1,2018 WORLD CUP FINAL: France 4-2 Croatia,https://www.youtube.com/watch?v=GrsEAvRerTg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=1,GrsEAvRerTg,2018-07-15T18:21:50Z,0
2,Belgium v England | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=x_5SJPKMHAA&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=2,x_5SJPKMHAA,2018-07-14T16:50:30Z,1
3,Croatia v England | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=gi_2GELMwfY&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=3,gi_2GELMwfY,2018-07-11T21:28:25Z,2
4,France v Belgium | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=ntQsMSuEbyg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=4,ntQsMSuEbyg,2018-07-10T20:53:31Z,3
5,Russia v Croatia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=wjU8j2bj3RY&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=5,wjU8j2bj3RY,2018-07-07T21:38:13Z,4
6,Sweden v England | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=Wr7-HtVlAdI&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=6,Wr7-HtVlAdI,2018-07-07T16:41:20Z,5
7,Brazil v Belgium | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=t8IK0ZqfxNI&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=7,t8IK0ZqfxNI,2018-07-06T20:39:28Z,6
8,Uruguay v France | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=_YK4o-Gbppg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=8,_YK4o-Gbppg,2018-07-06T16:24:05Z,7
9,Colombia v England | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=RbmaLT320hw&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=9,RbmaLT320hw,2018-07-03T22:03:20Z,8
10,Sweden v Switzerland | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=012FkPcI1uE&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=10,012FkPcI1uE,2018-07-03T17:01:55Z,9
11,Belgium v Japan | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=fJeJuc27ggE&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=11,fJeJuc27ggE,2018-07-02T20:56:15Z,10
12,Brazil v Mexico | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=kYIf8I1dvdo&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=12,kYIf8I1dvdo,2018-07-02T16:23:50Z,11
13,Croatia v Denmark | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=5_iIW2DZ8nc&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=13,5_iIW2DZ8nc,2018-07-01T21:37:02Z,12
14,Spain v Russia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=gHPke43iqNg&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=14,gHPke43iqNg,2018-07-01T17:36:18Z,13
15,Uruguay v Portugal | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=auqyXFLZ_zw&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=15,auqyXFLZ_zw,2018-06-30T20:36:20Z,14
16,France v Argentina | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=6C6oOcDFmLY&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=16,6C6oOcDFmLY,2018-06-30T16:37:45Z,15
17,England v Belgium | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=N5F1hqWW_5w&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=17,N5F1hqWW_5w,2018-06-28T20:39:17Z,16
18,Panama v Tunisia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=nc9zirKrT0Q&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=18,nc9zirKrT0Q,2018-06-28T20:39:14Z,17
19,Japan v Poland | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=K7pVlD8Q660&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=19,K7pVlD8Q660,2018-06-28T16:45:53Z,18
20,Senegal v Colombia | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=2CRmHuN-O84&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=20,2CRmHuN-O84,2018-06-28T16:33:00Z,19
21,Switzerland v Costa Rica | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=izvscMabH8o&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=21,izvscMabH8o,2018-06-27T20:32:48Z,20
22,Serbia v Brazil | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=_dusyi-4pMs&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=22,_dusyi-4pMs,2018-06-27T20:31:06Z,21
23,Korea Republic v Germany | 2018 FIFA World Cup | Match Highlights,https://www.youtube.com/watch?v=OKjV2SQfKrw&list=PLCGIzmTE4d0hww7NG9ytmooEUZov2k-23&index=23,OKjV2SQfKrw,2018-06-27T17:04:25Z,22
